pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1919 Q2,Metcalf-Borrelly's Comet (1919 V),4.7,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 24P (wrong; 24P was the previous entry 1919 IV Schaumasse); body says discovered by Metcalf 22 Aug 1919 in Bootes, also Borrelly 23 Aug -> 1919 Q2 (Metcalf) per target list peri 1919-12-07; bright comet, peaked m=4.5-5 in Oct; E-I H10=6m.7 (Holetschek/Luther/Pidoux); Big V's reappraisal 'with estimates given' H10=4m.7 (BRIGHTER, preferred per V1 pattern when Big V recommends brighter synthesis); chose Big V synthesis 4m.7; sanity check: peak m=4.7 (Big V's H10) with r_peri=1.15, Δ=1.90 -> peak ~ 4.7 + 5log(2.18) + 10log(1.15) = 4.7 + 1.69 + 0.61 = 6.99 — too faint vs reported 4.5m; M1=4.7 may still be conservative; page-image proofread vs page 419: confirmed; ASYMMETRIC potentially",low,1919 V,419,"In E-I, H10=6m.7 from estimates of Holetschek, Luther, Pidoux et al.; with estimates given, H10=4m.7. In Sept. and Nov., D1=6'.4 to 9'.0."
1920 X1,Skjellerup's Comet (1920 III),11.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 11P (wrong; 'Taylor' name match is for the 8 Dec discoverer not eponymous comet); body says discovered by Taylor 8 Dec 1920 and Skjellerup 13 Dec 1920 near alpha Hydrae -> C/1920 X1 (Skjellerup) per target list peri 1920-12-11; faint comet; E-I H10=11m.0 'apparently too large a value'; Big V's reappraisal H10=11m.9; chose Big V synthesis (E-I flagged as overestimate, taking Big V's preferred value per pattern); page-image proofread vs page 420: confirmed",low,1920 III,420,"E-I gave, according to the first estimates, H10=11m.0, apparently too large a value. Proceeding from the estimates above, we obtain H10=11m.9."
1921 H1,Dubyago's Comet (1921 I),10.5,10.0,"Vsekhsvyatskij 1958, E-I",matched by body — Dubyago 24 April 1921 Auriga/Lynx discovery -> 1921 H1 (Dubyago) per target list; only E-I H10=10m.5 cited; brief observation period (April-June); decrease in brightness reported; chose E-I as the only authority value; D=0'.7; page-image proofread vs page 421: confirmed,medium,1921 I,421,"In E-I, H10=10m.5. A decrease in brightness reported in May and June. D=0'.7."
1921 E1,Reid-Dubiago's Comet (1921 II),6.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Reid) + Capetown 13 March 1921 -> 1921 E1; bright naked-eye comet, peaked m=4-5 in early May; V.I y=17 H0=5m.9 (Holetschek), y=7.3 H0=7m.0 (van Biesbroeck), y=20 H0=6m.3 (Orlov); Big V's average synthesis y=9.6 H10=6m.7 h0=8m.3; Bobrovnikoff y=13.8 H0=6m.9 (97 estimates, close to Big V); chose Big V's synthesis 6m.7 as primary; sanity check: peak m=4-5 (van Biesbroeck) with r_peri=1.0, Δ=0.63 -> peak ~ 6.7 + 5log(0.63) - 10log(1.0) = 6.7 - 1.00 + 0 = 5.70 — consistent with 5m peak; type I + type III tails; non-standard y; page-image proofread vs page 421-422: confirmed",medium,1921 II,421,"V.I gave, according to Holetschek's observations, y=17, H0=5m.9; according to van Biesbroeck, y=7.3, H0=7m.0; the eight estimates of S.V. Orlov gave y=20, H0=6m.3. The average of these figures and the observations of Dziewulski, Hellerich and Wirtz is y=9.6, H10=6m.7, h0=8m.3; Bobrovnikoff... obtained y=13.8, H0=6m.9."
1922 B1,Reid's Comet (1921 VI),6.3,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Reid) + Antlia 20 Jan 1922 -> 1922 B1; only E-I H10=6m.3 cited; bright comet 9-10m at discovery (3 months post-perihelion); only observed in southern hemisphere; revolution period 1400 years (long-period); page-image proofread vs page 424: confirmed,medium,1921 VI,424,"In E-I, H10=6m.3."
1922 U1,Baade's Comet (1922 II),5.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Baade) + Cygnus 19 Oct 1922 -> 1922 U1; distant comet (r=2.26-5.19 AU); C.A.M. H10=5m.5; Big V's reappraisal H10=5m.3 ('yields m=15m.9 for 26 Feb 1923 in good agreement with van Biesbroeck'); chose C.A.M. per sec 3.1; observed for over 15 months, photographed up to Jan 1924 with anomalous 17' tail at P=283 deg; page-image proofread vs page 425: confirmed",high,1922 II,425,"In C.A.M., H10=5m.5. From these estimates, we obtain H10=5m.3, which yields m=15m.9 for 26 Feb. 1923 in good agreement with van Biesbroeck's estimates."
1922 W1,Skjellerup-Reid's Comet (1923 I),7.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Skjellerup, Reid) + 26 Nov 1922 Capetown discovery -> 1922 W1; bright at discovery 7-8m; E-I H10=7m.5 from first estimates; Big V's reappraisal using Schaumasse 11m gives H10=10m.5 (post-peri fainter); ASYMMETRIC — comet faded rapidly approaching and after perihelion; chose E-I 7m.5 (brighter, pre-peri) per sec 3.3; page-image proofread vs page 425-426: confirmed",low,1923 I,425,"E-I gave, according to the first estimates, H10=7m.5, which yields m=9m.5 for 24 Feb. Apparently the comet rapidly grew faint with approach to the perihelion and remained faint after the perihelion passage. Adopting Schaumasse's estimate, we obtain H10=10m.5."
1923 T1,Bernard-Dubyago's Comet (1923 III),10.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Bernard) + 11 Oct 1923 Madrid discovery -> 1923 T1; co-discovered by Dubyago 13 Oct; faint comet 11-12m; C.A.M. H10=10.0; Big V's reappraisal H10=10.5 (close agreement); chose C.A.M. per sec 3.1; page-image proofread vs page 427: confirmed,high,1923 III,427,"In C.A.M., H10=10m.0. Proceeding from these estimates, we obtain H10=10m.5."
1924 F1,Reid's Comet (1924 I),4.8,10.0,"Vsekhsvyatskij 1958, other",matched by name (Reid) + 13 March 1924 Capetown -> 1924 F1; bright southern comet; ASYMMETRIC — Big V from initial estimates H10=4m.8 (much brighter than C.A.M. 9m.0); C.A.M. H10=9.0 from later estimates; chose Big V brighter pre-peri value per sec 3.3 (took brighter for asymmetric); body explicitly notes 'reduces the value of H10' over time; page-image proofread vs page 428: confirmed,medium,1924 I,428,"In C.A.M., H10=9m.0. From the initial estimates, we obtain H10=4m.8, a value that reduces with the increasing distance from the perihelion."
1924 R1,Finsler's Comet (1924 II),7.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Finsler) + 4 Sept 1924 Zurich -> 1924 R1; bright comet at peak; C.A.M. H10=7m.5; Big V's reappraisal H10=7m.7 (close agreement); chose C.A.M. per sec 3.1; observed extensively northern hemisphere; page-image proofread vs page 428-429: confirmed,high,1924 II,428,"In C.A.M., H10=7m.5. From the estimates above, H10=7m.7."
1925 G1,Orkisz's Comet (1925 I),5.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Orkisz) + 4 April 1925 Krakow -> 1925 G1; bright naked-eye comet, peaked m=4-5; C.A.M. H10=5m.4; Big V's reappraisal H10=5m.5 (close agreement); chose C.A.M. per sec 3.1; well observed both hemispheres; type II tail 5-7 deg; page-image proofread vs page 430: confirmed",high,1925 I,430,"In C.A.M., H10=5m.4. From these estimates, H10=5m.5."
29P,Schwassmann-Wachmann 1,5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — discovery apparition of distant short-period Comet Schwassmann-Wachmann 1 = 29P; FAMOUS centaur-like comet known for unpredictable brightness outbursts (5-9m flares from baseline ~17-19m); r=5.4-7.3 AU near-circular orbit, P=16.4yr; C.A.M. H10=5m.0; Big V notes mean H10=5m.5 with strong scatter due to outbursts; chose C.A.M. per sec 3.1; periodic — will dedupe with other 29P apparitions; page-image proofread vs page 431: confirmed",high,1925 II,431,"In C.A.M., H10=5m.0. Mean value H10=5m.5 with significant scatter due to brightness outbursts characteristic of this distant comet."
1925 F2,Reid's Comet (1925 III),4.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reid) + 27 March 1925 Capetown -> 1925 F2; bright southern naked-eye comet, peaked ~3-4m; C.A.M. H10=4m.6; Big V's reappraisal H10=4m.5 (close agreement); chose C.A.M. per sec 3.1; observed only in southern hemisphere; page-image proofread vs page 432: confirmed",high,1925 III,432,"In C.A.M., H10=4m.6. From these estimates, H10=4m.5."
1925 F1,Comas Sola's Comet (1925 VI),2.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Comas Sola) + 22 March 1925 Barcelona -> 1925 F1; FAMOUS distant comet, r_peri=4.18 AU, observed continuously for nearly 2 years; very low intrinsic brightness despite long visibility; C.A.M. H10=2m.5; Big V's reappraisal H10=2m.7 (close agreement); chose C.A.M. per sec 3.1; r=4.2-6 AU during observations, peak m=12-13; page-image proofread vs page 434: confirmed",high,1925 VI,434,"In C.A.M., H10=2m.5. From these estimates, H10=2m.7."
1925 W1,van Biesbroeck's Comet (1925 VII),5.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (van Biesbroeck) + 16 Nov 1925 Yerkes discovery + Big V Roman VII = 1925 W1; bright comet 7-8m at peak; C.A.M. H10=5m.5; Vorontsov y=11.5 (non-standard photometric exponent — much steeper than 4); Big V's reappraisal with y=11.5 H10=6m.0; chose C.A.M. per sec 3.1; non-standard y noted; page-image proofread vs page 434-435: confirmed,high,1925 VII,434,"In C.A.M., H10=5m.5. Vorontsov obtained y=11.5, H10=6m.0."
1925 V1,Peltier-Wilk's Comet (1925 XI),9.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by names (Peltier, Wilk) + 13 Nov 1925 -> 1925 V1; moderately bright 7-8m at peak; C.A.M. H10=9m.6; Big V's reappraisal H10=9m.4 (close agreement); chose C.A.M. per sec 3.1; page-image proofread vs page 437: confirmed",high,1925 XI,437,"In C.A.M., H10=9m.6. From these estimates, H10=9m.4."
