pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1895 W2,Brooks's Comet (1895 III),10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); discovery 21 Nov 1895 Geneva NY; In C.A.M., H10=10.5 (figure based on Holetschek's estimates); Big V's range H10=9.5 to 12; in Nov. 9.9±0.1; in Dec. 11.6±0.2; 'comet was exhausting itself rapidly'; page-image proofread vs page 328: confirmed",high,1895 III,328,"In C.A.M., H10=10m.5; the figure is based on Holetschek's estimates. According to the estimates above, H10=9.5 to 12m."
1895 W1,Perrine's Comet,5.2,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 16 Nov 1895 disc Lick Obs.; bright naked-eye comet (4-5m); Holetschek H1=5.5 to 7.5; In E-III, H10=4.9; from Holetschek y=10 Hy=5.7; Big V's 'Finally, H10 may be taken as equal to 5m.2' — narrative endorsement over E-III=4.9; took 5.2; brightness law y=2.5, n=10 confirmed independent of nucleus; page-image proofread vs page 329: confirmed",medium,1895 IV,329,"Holetschek's estimates gave H1=5m.5 to 7m.5. In E-III, H10=4m.9. ... Finally, H10 may be taken as equal to 5m.2."
1896 C1,Perrine-Lamp Comet,9.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 14 Feb 1896 disc Lick Obs near comet 1895 IV (which Lamp had rediscovered 13 Feb); Holetschek H1=7.6 to 10.2; In E-III, H10=9.3; Big V's narrative ranges H10=10.8 to 9.5 (Feb), 7.1 to 8.7 (March-April), avg 8.8; took E-III synthesis 9.3; page-image proofread vs page 331: confirmed",high,1896 I,331,"Holetschek's estimates gave H1=7m.6 to 10m.2; in E-III, H10=9m.3; from these estimates, H10=10m.8 to 9m.5 (Feb.) and H10=7m.1 to 8m.7 (March to April), averaging, H10=8m.8."
4P,Faye's Comet,7.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Faye); 8th recorded apparition of 4P/Faye; Javelle Nice rediscovery 26 Sept 1895; faint apparition (12-13m throughout); Holetschek H1=9.2 and 10.0; Vsekhsvyatskii M.N. 90:712 H10=7.8; In C.A.M., H10=7.8; Cherednichenko 1953 H10=7.8 max=6.9 min=7.9; periodic — dedupe with other 4P apparitions; page-image proofread vs page 331: confirmed",high,1896 II,331,"Holetschek, adopting for Oct. 1895 to Jan. 1896, m=12 to 13m.5, got H1=9m.2 and 10m. H10 obtained first by S. Vsekhsvyatskii (7m.8); in C.A.M., H10=7m.8."
1896 R1,Sperra's Comet,8.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Sperra); 31 Aug 1896 disc by Sperra (Randolf Ohio) + indep by Brooks 4 Sept; only E-III H10 cited; 'discovered one and a half months after the perihelion passage'; D1=2 to 3'; page-image proofread vs page 333: confirmed,high,1896 IV,333,"In E-III, H10=8m.4. Taking m=10m at discovery, we obtain H10=7m.3."
205P,Giacobini's Comet,9.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1896 G1 (Swift) wrong, body identifies as Giacobini Nice 4 Sept 1896 disc with calculated short period (Hussey P=8.996y, Ebell P=6.522y, final P=6.64y) → 205P/Giacobini (peri Oct 28 1896); Big V's narrative range H10=9.4 to 10.4 (no C.A.M.); took midpoint 9.9; periodic — dedupe with other 205P apparitions; page-image proofread vs page 333: confirmed",medium,1896 V,333,"Absolute magnitude estimated first in M.N., 90:720. Proceeding from the estimates above, H10=9m.4 to 10m.4."
16P,Brooks 2 Comet,8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); SECOND recorded apparition of 16P/Brooks 2; Javelle Nice 20 June 1896 rediscovery per Poor and Bauschinger; Holetschek H1=9.2 to 10.0; Vsekhsvyatskii M.N. 90:714 H10=9.0; Hb=7.0; He=9.8; In C.A.M., H10=8.0; Konopleva 1953 H10(av)=8.0 min=7.3 max=8.9; periodic — dedupe with other 16P apparitions; page-image proofread vs page 334: confirmed",high,1896 VI,334,"Holetschek found from the estimates of Cruls, Kobold et al., H1=9m.2 to 10m.0. In M.N., 90:714, H10=9m.0. In C.A.M., H10=8m.0."
18D,Perrine-Mrkos Comet,12.1,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 205P, but Big V 1896 VII (1896h) explicitly says 'first recorded apparition of the short-period Comet Perrine(1)' = 18D/Perrine-Mrkos (peri Nov 25 1896); Perrine Lick Obs 8 Dec 1896 disc; Holetschek H1=10.7 to 13.3; In C.A.M., H10=12.1; alternate Big V narrative H10=9.9±0.1 ('His own estimates') is significantly brighter — discrepancy noted; took C.A.M. per §3.1 priority; periodic — dedupe with other 18D apparitions; page-image proofread vs page 334: confirmed",low,1896 VII,334,"Holetschek obtained from various estimates H1=10m.7 to 13m.3. In C.A.M., H10=12m.1. His own estimates gave H10=9m.9±0m.1."
1896 V1,Perrine's Comet (1897 I),7.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); discovered by Perrine 2 Nov 1896 in Vulpecula; ASYMMETRIC photometry — pre-peri H10=7.0, post-peri H10=8.3 per E-III; took pre-peri (brighter) per commission §3.3; nuclear brightness 8.4-8.9 pre-peri; page-image proofread vs page 335: confirmed",low,1897 I,335,"In E-III, H10=7m.0 before the perihelion passage and 8m.3 after the perihelion passage. Nuclear brightness 8m.4 to 8m.9."
6P,d'Arrest's Comet,9.65,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 113P (Roman fallback), but body explicitly says 'sixth recorded apparition of the short-period Comet d'Arrest' = 6P/d'Arrest; Perrine Lick Obs 28 June 1897 rediscovery per Leveau; Holetschek H1=9.5 to 13 (range from underestimate at discovery m=11); In M.N. 90:712 and C.A.M., H10=8.3 to 11m (range); took midpoint 9.65 per commission §3.4; Hb=8.3; Hm(av)=11; periodic — dedupe with other 6P apparitions; page-image proofread vs page 336: confirmed",medium,1897 II,336,"In M.N., 90:712 and C.A.M., H10=8m.3 to 11m; Hb=8m.3 and Hm(av)=11m."
1897 U1,Perrine's Comet (1897 III),8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 6P, body identifies as Perrine Lick Obs 16 Oct 1897 disc → C/1897 U1 (Perrine, peri Dec 9); V.I. according to Holetschek's estimates H10=8.0; same figure cited in C.A.M.; Big V notes 'Observations in middle and end of November yielded H10=11 to 12m; rapid exhaustion of the comet is obvious'; took C.A.M./V.I. value 8.0; page-image proofread vs page 337: confirmed",high,1897 III,337,"V.I., according to Holetschek's estimates, H10=8m.0; same figure cited in C.A.M."
1898 F1,Perrine's Comet (1898 I),5.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 19 March 1898 disc Lick Obs 2 days post-peri; bright comet 6-7m; Holetschek H1=4.3 to 6.4; In E-III, H10=5.7 with very small mean error (March-July); central condensation h10=7.0; Bobrovnikoff y=14.14, H0=4.78 (8 normal positions); brightness decreased faster than y=10 (March to May); page-image proofread vs page 338: confirmed",high,1898 I,338,"E-III, according to March-July estimates, H10=5m.7 with very small mean error; central condensation h10=7m.0."
7P,Pons-Winnecke Comet,9.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Pons-Winnecke); 7th recorded apparition; rediscovered by Perrine 1 Jan 1898 per Haerdtl; Big V's narrative synthesis H10=9.6; nuclear h10=11.5; D1=1'.4; no C.A.M. or formal authority cited; periodic — dedupe with other 7P apparitions; page-image proofread vs page 339: confirmed,medium,1898 II,339,"Taking m=12 to 13m upon discovery and in February m=10 to 11m, we obtain H10=9m.6; h10=11m.5; in Feb., D1=1'.4."
2P,Encke's Comet,10.7,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Encke-Backlund); 28th recorded apparition; rediscovered by Grigg (Thames NZ) 7 June 1898; Holetschek H1=8.5, 10.8, 12.2; In A.Zh. 4:298 and C.A.M., H10=10.7; D1=0'.9 to 1'.5; periodic — dedupe with other 2P apparitions; page-image proofread vs page 339: confirmed",high,1898 III,339,"In A. Zh., 4:298 and C.A.M., H10=10m.7; D1=0'.9 to 1'.5."
14P,Wolf's Comet,8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Wolf); third recorded apparition of 14P/Wolf; Hussey Lick Obs 16 June 1898 rediscovery per Thraen; Vsekhsvyatskii M.N. 90:713 H10(av)=8.0; Hb=7.3; He=8.5; In C.A.M., H10=8.0; Bobrovnikoff Pop.Astr. 56(3) 1948 H0=10.7 (erroneous reduction); Vsekhsvyatskii 1948 reappraisal H10(av)=7.78; H10(max)=7.0; H10(min)=8.6; periodic — dedupe with other 14P apparitions; page-image proofread vs page 340: confirmed",high,1898 IV,340,"In C.A.M., H10=8m.0. After thorough revision of observations in A. Zh., 25, we obtain H10(av)=7m.78; H10(max)=7m.0; H10(min)=8m.6."
1898 M1,Giacobini's Comet (1898 V),9.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Giacobini); 18 June 1898 disc Nice; only E-III H10 cited; from 6 estimates; nuclear brightness 10.5-13.6; page-image proofread vs page 340: confirmed,high,1898 V,340,"E-III gave, from 6 estimates, H10=9m.6; nuclear brightness between 10.5 and 13m.6."
1898 L2,Perrine's Comet (1898 VI),7.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1898 M1 (already mapped to entry 86), but Big V 1898 VI (1898e) is Perrine Lick Obs 14 June 1898 disc → C/1898 L2 (Perrine, peri Aug 16 1898); only E-III H10 cited; brilliance 9.7; page-image proofread vs page 341: confirmed",high,1898 VI,341,"In E-III, H10=7m.6; 23 June, brilliant nucleus 9m.7; 17 June, D1=4'."
1898 L1,Coddington-Pauly Comet,5.0,10.0,"Vsekhsvyatskij 1958, other",matched by name (Coddington); discovered photographically by Coddington (Lick Obs.) 11 June 1898 from plates of Antares region taken 9 June; visually rediscovered by Pauly (Bucharest) 14 June; remarkably bright object; Big V's narrative synthesis H10=5.0 from 14 estimates over 9 June 1898 to 3 March 1899; brightness of central condensation 1m less than coma; page-image proofread vs page 342: confirmed,high,1898 VII,342,The value H10=5m.0 is obtained from 14 estimates based on observations from 9 June 1898 to 3 March 1899.
1898 V1,Chase's Comet (1898 VIII),5.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Chase); discovery 21 Nov 1898 Newhaven (photographic) from 14 Nov plates of Leonids radiant; only E-III H10 cited; brilliance 7.2; page-image proofread vs page 342: confirmed,high,1898 VIII,342,"In E-III, H10=5m.6; brilliance of nucleus, 7m.2."
1898 R1,Perrine-Chofardet Comet,7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Chofardet); 12 Sept 1898 disc Perrine Lick Obs + 14 Sept indep Chofardet Besançon; Holetschek H1=6.8 to 6.4; V.I. from Holetschek H0=6.7 y=6.9; from Nijland H0=7.0 y=5.2 h10=8.7; In C.A.M., H10=7.0; D1=4 to 6'; tail type I; page-image proofread vs page 343: confirmed",high,1898 IX,343,"In C.A.M., H10=7m.0. 14 Sept. and 15 Sept., D1=4 to 6'."
1898 U1,Brooks's Comet (1898 X),9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 20 Oct 1898 disc Geneva NY; Holetschek H1=8.6 to 6.5; from his own observations y=8.6 H0=9.1; Nijland H0=9.1; Schorr nuclear 11.8; In C.A.M., H10=9.2; D1=2'.5; orbit 'closely similar to that of 1881 IV' per Scharbe; page-image proofread vs page 344: confirmed",high,1898 X,344,"According to his own observations, y=8.6, H0=9m.1; according to Nijland's observations, H0=9m.1. In C.A.M., H10=9m.2."
1899 E1,Swift's Comet,5.3,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 64P (Lewis Swift's periodic), but plate caption explicitly says 'Comet 1899 I (E. Swift)' = Edward Swift Echo Mountain CA, 3 March 1899 disc, naked-eye comet 4-6m → C/1899 E1 (Swift, peri April 13 1899); V.I. from Holetschek y=14.0 H0=5.3 (non-standard y, noted); from Nijland y=6.9 H0=6.4; Bobrovnikoff y=7.94 H0=6.68 (March-June) and y=33 H0=2.1 (June-July, criticized in footnote as erroneous); chose V.I. Holetschek-based H0=5.3 with non-standard y=14 noted; no C.A.M. cited; page-image proofread vs pages 345-347: confirmed",low,1899 I,346,"V.I. obtained from Holetschek's observations, y=14.0, H0=5m.3; from Nijland's estimates, y=6.9, H0=6m.4. Bobrovnikoff ... obtained y=9.5, H0=6m.49."
17P,Holmes' Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 206P, but body explicitly says 'second recorded apparition of the short-period Comet Holmes' = 17P/Holmes; Perrine Lick Obs 10 June 1899 rediscovery per Zwiers; faint apparition (15-17m, no outburst this time); Holetschek H1=11.7; Vsekhsvyatskii A.Zh. 7:215 1930 H10=9.52; In C.A.M., H10=9.5; D1=0'.4 to 0'.9; periodic — dedupe with other 17P apparitions (1892 outburst was much brighter; for periodic dedupe the 1892 entry will dominate per §3.6 brightest); page-image proofread vs page 347: confirmed",high,1899 II,347,"Holetschek, reducing Perrine's estimates, obtained H1=11m.7; In A. Zh., 7:215. 1930, S.K. Vsekhsvyatskii obtained H10=9m.52; in C.A.M., H10=9m.5."
8P,Tuttle's Comet,8.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1899 E1, but body explicitly says 'fifth recorded apparition of the short-period Comet Tuttle' = 8P/Tuttle; discovered photographically by Wolf (Heidelberg) 5 March 1899; brightness 11-12m; From M.N. 90:714 H10=8.5; same magnitude in C.A.M. 8.5 from Innes' descriptions; D1=1'.8 to 3'.5 March-April; periodic — dedupe with other 8P apparitions; page-image proofread vs page 348: confirmed",high,1899 III,348,"From M.N., 90:714, H10=8m.5; same magnitude in C.A.M. 8m.5, was obtained from estimates based on Innes' descriptions."
10P,Tempel 2 Comet,9.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 3D, but body explicitly says 'fourth recorded apparition of the short-period Comet Tempel(2)' = 10P/Tempel 2; rediscovered by Perrine 6 May 1899 per Schulhof; Holetschek H1=10.3; V.I. H10=9.4 nucleus 10.7; In M.N. 90:712, H10=9.9 (no C.A.M. — narrative source); D1=0'.9 (central) and 1'.8 (external coma); S=0.003; periodic — dedupe with other 10P apparitions; page-image proofread vs page 349: confirmed",high,1899 IV,349,"In V.I., H10=9m.4; nucleus 10m.7. In M.N., 90:712, H10=9m.9; D1=0'.9 (central condensation) and 1'.8 (external coma)."
1899 S1,Giacobini's Comet,6.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Giacobini); 29 Sept 1899 disc Nice; In C.A.M., H10=6.5; Big V notes 'brightness apparently fluctuated' but observations H10 averages confirm C.A.M. (Oct=6.2, Nov=6.7, Dec=6.9); page-image proofread vs page 349: confirmed",high,1899 V,349,"In C.A.M., H10=6m.5. The brightness apparently fluctuated. Taking m=10 to 11m in October, in November 11 to 12m and in Dec., 12 to 13m, we obtain respectively H10=6m.2, 6m.7 and 6m.9. This is in good agreement with C.A.M."
1900 B1,Giacobini's Comet (1900 I),8.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P, but body identifies as Giacobini Nice 31 Jan 1900 disc faint object → C/1900 B1 (Giacobini, peri April 29 1900); In V II (Vsekhsvyatskii's Catalog II), H10=8.6; Big V's narrative shows rapid fading H10=7.3 (Feb), 6.7 (July), 7.7 (Aug), 10.5 (late Aug), avg H10=8.0; took V II value 8.6; (V II is a Vsekhsvyatskii reference distinct from formal C.A.M. citation in this entry); page-image proofread vs page 350: confirmed",medium,1900 I,350,"In V II, H10=8m.6. Taking m=11m upon discovery; 23 Feb., 10m; 26 July, 10m.5 and 17 Aug., 14 to 15m, we obtain respectively H10=7m.3, 6m.7, 7m.7, and 10m.5."
1900 O1,Borrelly-Brooks Comet,8.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Borrelly); discovery 23 July 1900 by Borrelly Marseilles + indep Brooks Geneva US; naked-eye 6-7m at peak; V.I. from Holetschek y=9.4 H0=8.3; from Nijland y=3.4 H0=8.7; In C.A.M., H10=8.2 as average of all estimates; nucleus 10.3; Bobrovnikoff non-standard reductions y=16.4 H0=8.6, y=16.9 H0=8.64; page-image proofread vs page 351: confirmed",high,1900 II,351,"In C.A.M., H10=8m.2 as the average of all estimates; nucleus 10m.3."
21P,Giacobini-Zinner Comet,11.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1900 O1, but body explicitly says 'first recorded apparition of the short-period Comet Giacobini-Zinner' = 21P/Giacobini-Zinner; Giacobini Nice 20 Dec 1900 disc; Holetschek H1=11.0 to 12.7; V II gave H10=10.8; In C.A.M., H10=11.6 'an obvious underestimate' per Big V (suggests Big V endorses something brighter); periodic — dedupe with other 21P apparitions; page-image proofread vs page 351: confirmed",low,1900 III,351,"V II gave H10=10m.8; in C.A.M., H10=11m.6, an obvious underestimate."
1901 G1,Viscara's Comet (Great Southern 1901),4.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Viscara) + bright southern comet 12 April 1901; V.II H10=5m.9 (Nijland/Aitken/Innes); pre-peri H10=4m.0 from estimates beg of May (chosen as brighter per sec 3.3); post-peri June m=10-11 -> H10=7m.2; ASYMMETRIC; sanity check: bright morning naked-eye comet, magnitude 1-2 reported, peak intrinsic 1m.0 (5.3 May); page-image proofread vs page 351-352: confirmed",low,1901 I,351,"V II gave, according to the estimates of Nijland, Aitken, Innes et al., H10=5m.9. From the estimates for the beginning of May, H10=4m.0. In June, m=10 to 11m; hence H10=7m.2."
2P,Encke's Comet,9.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'twenty ninth recorded apparition of Comet Encke' = 2P; Holetschek H1=7m.6-8m.5 (mid 8.05); nucleus 9m.1-10m; C.A.M. H10=9m.1; chose C.A.M. per sec 3.1; periodic — will dedupe with other 2P apparitions; page-image proofread vs page 353: confirmed,high,1901 II,353,"Holetschek, making use of his own estimates and those of other observers, obtained H1=7m.6 to 8m.5; nucleus 9m.1 to 10m. In C.A.M., H10=9m.1."
1902 G1,Brooks's Comet (1902 I),11.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks) + Pegasus 14 April 1902 -> 1902 G1; only V.I H10=11m.7 cited (h0=12m.2 nucleus); D1=1'.5; S=0.004; brief telescopic comet; faint object (7-8m at discovery, faded after perihelion); page-image proofread vs page 353: confirmed (V.I treated as 'other' since not specifically C.A.M./Holetschek/E-II/E-I)",medium,1902 I,353,"From V.I, H10=11m.7; h10=12m.2. D1=1'.5; S=0.004."
26P,Grigg-Skjellerup,9.0,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'first recorded apparition of the short-period Comet Grigg-Skjellerup' = 26P; V.II H10=9m; Big V synthesis 'estimating m=8 to 10m for 22 Aug.-29 Aug., we obtain H10=9 to 10m' (mid 9.5); chose V.II=9m as primary value (range 9-10 also cited but body lists 9 first); D1=1'.6; periodic — will dedupe; page-image proofread vs page 354: confirmed",medium,1902 II,354,"In V.II, H10=9m. Estimating m=8 to 10m for 22 Aug. to 29 Aug., we obtain H10=9 to 10m. D1=1'.6."
